Word    Lemma   Pos-Tag Ner-Tag
reforme	reforma	Ncfpa	O
.	.	Z	O

"	"	Z	O
Hrvatska	Hrvatska	Npfsn	B-loc
ima	imati	Vmr3s	O
dobre	dobar	Agpmpay	O
izglede	izgled	Ncmpa	O
za	za	Sa	O
napredak	napredak	Ncmsan	O
,	,	Z	O
ali	ali	Cc	O
joj	on	Pp3fsd	O
istovremeno	istovremeno	Rgp	O
predstoji	predstojati	Vmr3s	O
puno	puno	Rgp	O
posla	posao	Ncmsg	O
,	,	Z	O
u	u	Sl	O
oblasti	oblast	Ncfsl	O
reforme	reforma	Ncfsg	O
pravosuđa	pravosuđe	Ncnsg	O
i	i	Cc	O
državne	državni	Agpfsgy	O
uprave	uprava	Ncfsg	O
na	na	Sa	O
primer	primer	Ncmsan	O
,	,	Z	O
kao	kao	Cs	O
i	i	Cc	O
borbi	borba	Ncfsl	O
protiv	protiv	Sg	O
korupcije	korupcija	Ncfsg	O
"	"	Z	O
,	,	Z	O
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
komesar	komesar	Ncmsn	O
EU	EU	Npmsn	B-org
za	za	Sa	O
proširenje	proširenje	Ncnsa	O
Oli	Oli	Npmsn	B-per
Ren	Ren	Npmsn	I-per
posle	posle	Sg	O
razgovora	razgovor	Ncmsg	O
sa	sa	Si	O
hrvatskim	hrvatski	Agpmsiy	O
šefom	šef	Ncmsi	O
diplomatije	diplomatija	Ncfsg	O
Gordanom	Gordan	Npmsi	B-per
Jandrokovićem	Jandroković	Npmsi	I-per
.	.	Z	O

"	"	Z	O
Neophodno	neophodan	Agpnsny	O
je	biti	Var3s	O
da	da	Cs	O
se	sebe	Px--sa	O
to	taj	Pd-nsn	O
uradi	uraditi	Vmr3s	O
do	do	Sg	O
juna	jun	Ncmsg	O
,	,	Z	O
zato	zato	Cs	O
što	što	Cs	O
u	u	Sl	O
protivnom	protivan	Agpmsly	O
tehnički	tehnički	Agpmsny	O
raspored	raspored	Ncmsn	O
postaje	postajati	Vmr3s	O
gotovo	gotovo	Rgp	O
nemoguć	nemoguć	Agpmsnn	O
.	.	Z	O
"	"	Z	O

Evropska	evropski	Agpfsny	B-org
komisija	komisija	Ncfsn	I-org
saopštila	saopštiti	Vmp-sf	O
je	biti	Var3s	O
da	da	Cs	O
želi	želeti	Vmr3s	O
da	da	Cs	O
okonča	okončati	Vmr3s	O
pregovore	pregovor	Ncmpa	O
o	o	Sl	O
ulasku	ulazak	Ncmsl	O
sa	sa	Si	O
Hrvatskom	Hrvatska	Npfsi	B-loc
do	do	Sg	O
jeseni	jesen	Ncfsg	O
2009	2009	Mdc	O
,	,	Z	O
što	što	Pi3n-n	O
bi	biti	Vaa3s	O
toj	taj	Pd-fsd	O
zemlji	zemlja	Ncfsd	O
omogućilo	omogućiti	Vmp-sn	O
da	da	Cs	O
postane	postati	Vmr3s	O
član	član	Ncmsn	O
EU	EU	Npmsn	B-org
sledeće	sledeći	Agpfsgy	O
godine	godina	Ncfsg	O
.	.	Z	O

Pregovori	pregovor	Ncmpn	O
su	biti	Var3p	O
počeli	početi	Vmp-pm	O
u	u	Sl	O
oktobru	oktobar	Ncmsl	O
2005	2005	Mdc	O
,	,	Z	O
a	a	Cc	O
u	u	Sl	O
međuvremenu	međuvreme	Ncnsl	O
je	biti	Var3s	O
otvoreno	otvoriti	Appnsny	O
16	16	Mdc	O
od	od	Sg	O
35	35	Mdc	O
poglavlja	poglavlje	Ncnpg	O
,	,	Z	O
od	od	Sg	O
kojih	koji	Pi-npg	O
su	biti	Var3p	O
dva	dva	Mlc	O
privremeno	privremeno	Rgp	O
zatvorena	zatvoriti	Appnpny	O
.	.	Z	O

Vinsent	Vinsent	Npmsn	B-per
Deger	Deger	Npmsn	I-per
,	,	Z	O
predstavnik	predstavnik	Ncmsn	O
EK	EK	Npmsn	B-org
u	u	Sl	O
Zagrebu	Zagreb	Npmsl	B-loc
izjavio	izjaviti	Vmp-sm	O
je	biti	Var3s	O
u	u	Sa	O
utorak	utorak	Ncmsan	O
da	da	Cs	O
bi	biti	Vaa3s	O
do	do	Sg	O
kraja	kraj	Ncmsg	O
ove	ovaj	Pd-fsg	O
godine	godina	Ncfsg	O
moglo	moći	Vmp-sn	O
biti	biti	Van	O
zatvoreno	zatvoriti	Appnsny	O
14	14	Mdc	O
oblasti	oblast	Ncfpa	O
o	o	Sl	O
kojima	koji	Pi-fpl	O
se	sebe	Px--sa	O
trenutno	trenutno	Rgp	O
vode	voditi	Vmr3p	O
razgovori	razgovor	Ncmpn	O
.	.	Z	O

Prema	prema	Sl	O
njegovim	njegov	Ps3fpl	O
rečima	reč	Ncfpl	O
,	,	Z	O
ovog	ovaj	Pd-msg	O
meseca	mesec	Ncmsg	O
će	hteti	Var3s	O
verovatno	verovatno	Rgp	O
biti	biti	Van	O
otvorena	otvoriti	Appnpny	O
dva	dva	Mlcn-n	O
nova	nov	Agpnpny	O
poglavlja	poglavlje	Ncnpn	O
,	,	Z	O
a	a	Cc	O
zatim	zatim	Rgp	O
još	još	Rgp	O
nekoliko	nekoliko	Rgp	O
kada	kada	Rgp	O
Francuska	Francuska	Npfsn	B-loc
preuzme	preuzeti	Vmr3s	O
predsedavanje	predsedavanje	Ncnsa	O
Predsedništvom	predsedništvo	Ncnsi	B-org
EU	EU	Npmsn	I-org
1.	1.	Mdo	O
jula	jul	Ncmsg	O
.	.	Z	O

"	"	Z	O
Sve	sve	Pi-nsn	O
u	u	Sl	O
svemu	sve	Pi-nsl	O
,	,	Z	O
pregovori	pregovor	Ncmpn	O
o	o	Sl	O
pristupu	pristup	Ncmsl	O
sa	sa	Si	O
Hrvatskom	Hrvatska	Npfsi	B-loc
idu	ići	Vmr3p	O
dobro	dobro	Rgp	O
"	"	Z	O
,	,	Z	O
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
Ren	Ren	Npmsn	B-per
i	i	Cc	O
izrazio	izraziti	Vmp-sm	O
nadu	nada	Ncfsa	O
da	da	Cs	O
će	hteti	Var3s	O
Zagreb	Zagreb	Npmsn	B-loc
preduzeti	preduzeti	Vmn	O
neophodne	neophodan	Agpmpay	O
korake	korak	Ncmpa	O
tako	tako	Cs	O
da	da	Cs	O
razgovori	razgovor	Ncmpn	O
o	o	Sl	O
nekim	neki	Pi-mpl	O
od	od	Sg	O
najtežih	tezak	Agsnpgy	O
poglavlja	poglavlje	Ncnpg	O
budu	biti	Var3p	O
započeti	započeti	Vmn	O
u	u	Sl	O
junu	jun	Ncmsl	O
.	.	Z	O

Komesar	komesar	Ncmsn	O
je	biti	Var3s	O
takođe	takođe	Rgp	O
čestitao	čestitati	Vmp-sm	O
Hrvatskoj	Hrvatska	Npfsd	B-loc
na	na	Sl	O
prošlonedeljnom	prošlonedeljni	Agpmsly	O
pozivu	poziv	Ncmsl	O
za	za	Sa	O
ulazak	ulazak	Ncmsan	O
u	u	Sa	O
NATO	NATO	Npmsan	B-org
.	.	Z	O

Pored	pored	Sg	O
toga	taj	Pd-nsg	O
,	,	Z	O
Ren	Ren	Npmsn	B-per
je	biti	Var3s	O
istakao	istaći	Vmp-sm	O
da	da	Cs	O
,	,	Z	O
pošto	pošto	Cc	O
je	biti	Var3s	O
spor	spor	Ncmsn	O
između	između	Sg	O
Hrvatske	Hrvatska	Npfsg	B-loc
i	i	Cc	O
Slovenije	Slovenija	Npfsg	B-loc
oko	oko	Sg	O
prekograničnog	prekogranični	Agpmsgy	O
saobraćaja	saobraćaj	Ncmsg	O
rešen	rešiti	Appmsnn	O
,	,	Z	O
nema	nemati	Vmr3s	O
više	mnogo	Rgc	O
razloga	razlog	Ncmpg	O
za	za	Sa	O
odlaganje	odlaganje	Ncnsa	O
pregovora	pregovor	Ncmpg	O
o	o	Sl	O
ribarenju	ribarenje	Ncnsl	O
i	i	Cc	O
spoljnoj	spoljni	Agpfsly	O
politici	politika	Ncfsl	O
.	.	Z	O

Jandroković	Jandroković	Npmsn	B-per
je	biti	Var3s	O
rekao	reći	Vmp-sm	O
novinarima	novinar	Ncmpd	O
u	u	Sl	O
Briselu	Brisel	Npmsl	B-loc
da	da	Cs	O
će	hteti	Var3s	O
njegova	njegov	Ps3fsn	O
zemlja	zemlja	Ncfsn	O
učiniti	učiniti	Vmn	O
sve	sve	Pi-nsa	O
da	da	Cs	O
ispuni	ispuniti	Vmr3s	O
postavljene	postavljen	Agpmpay	O
ciljeve	cilj	Ncmpa	O
i	i	Cc	O
da	da	Cs	O
bude	biti	Var3s	O
spremna	spreman	Agpfsny	O
da	da	Cs	O
o	o	Sl	O
njima	oni	Pp3-pl	O
predstavi	predstaviti	Vmr3s	O
pregovaračku	pregovarački	Agpfsay	O
poziciju	pozicija	Ncfsa	O
Zagreba	Zagreb	Npmsg	B-loc
do	do	Sg	O
juna	jun	Ncmsg	O
.	.	Z	O

"	"	Z	O
Spremni	spreman	Agpmpny	O
smo	biti	Var1p	O
da	da	Cs	O
to	taj	Pd-nsa	O
uradimo	uraditi	Vmr1p	O
i	i	Cc	O
to	taj	Pd-nsa	O
ćemo	hteti	Var1p	O
i	i	Cc	O
uraditi	uraditi	Vmn	O
"	"	Z	O
,	,	Z	O
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
on	on	Pp3msn	O
.	.	Z	O

On	on	Pp3msn	O
je	biti	Var3s	O
u	u	Sl	O
intervjuu	intervju	Ncmsl	O
u	u	Sa	O
utorak	utorak	Ncmsan	O
međutim	međutim	Rgp	O
priznao	priznati	Vmp-sm	O
da	da	Cs	O
to	taj	Pd-nsn	O
neće	hteti	Var3s	O
biti	biti	Van	O
lako	lako	Rgp	O
i	i	Cc	O
da	da	Cs	O
će	hteti	Var3s	O
zahtevati	zahtevati	Vmn	O
velike	velik	Agpmpay	O
napore	napor	Ncmpa	O
.	.	Z	O

Posle	posle	Sg	O
razgovora	razgovor	Ncmsg	O
sa	sa	Si	O
hrvatskim	hrvatski	Agpmsiy	O
premijerom	premijer	Ncmsi	O
Ivom	Ivo	Npmsi	B-per
Sanaderom	Sanader	Npmsi	I-per
prošlog	prošli	Agpmsgy	O
meseca	mesec	Ncmsg	O
,	,	Z	O
predsednik	predsednik	Ncmsn	O
EK	EK	Npmsn	B-org
Žoze	Žoze	Npmsn	B-per
Manuel	Manuel	Npmsn	I-per
Barozo	Barozo	Npmsn	I-per
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
da	da	Cs	O
će	hteti	Var3s	O
Komisija	komisija	Ncfsn	B-org
najesen	najesen	Rgp	O
predstaviti	predstaviti	Vmn	O
indikativni	indikativan	Agpmsayn	O
raspored	raspored	Ncmsan	O
za	za	Sa	O
tehničko	tehnički	Agpnsay	O
okončanje	okončanje	Ncnsa	O
pregovora	pregovor	Ncmpg	O
2009.	2009.	Mdo	O
godine	godina	Ncfsg	O
,	,	Z	O
pod	pod	Si	O
uslovom	uslov	Ncmsi	O
da	da	Cs	O
Hrvatska	Hrvatska	Npfsn	B-loc
ispuni	ispuniti	Vmr3s	O
neke	neki	Pi-mpa	O
uslove	uslov	Ncmpa	O
.	.	Z	O

Jandroković	Jandroković	Npmsn	B-per
je	biti	Var3s	O
rekao	reći	Vmp-sm	O
da	da	Cs	O
je	biti	Var3s	O
,	,	Z	O
u	u	Sl	O
razgovoru	razgovor	Ncmsl	O
sa	sa	Si	O
Renom	Ren	Npmsi	B-per
,	,	Z	O
"	"	Z	O
posebno	posebno	Rgp	O
istakao	istaći	Vmp-sm	O
spremnost	spremnost	Ncfsa	O
Hrvatske	Hrvatska	Npfsg	B-loc
da	da	Cs	O
učini	učiniti	Vmr3s	O
sve	sve	Pi-nsa	O
što	što	Pi3n-n	O
je	biti	Var3s	O
potrebno	potreban	Agpnsny	O
radi	radi	Sg	O
ispunjenja	ispunjenje	Ncnsg	O
kriterijuma	kriterijum	Ncmpg	O
za	za	Sa	O
punopravno	punopravan	Agpnsay	O
članstvo	članstvo	Ncnsa	O
i	i	Cc	O
postane	postati	Vmr3s	O
član	član	Ncmsn	O
EU	EU	Npmsn	B-org
2010.	2010.	Mdo	O
godine	godina	Ncfsg	O
"	"	Z	O
.	.	Z	O

Izaslanik	izaslanik	Ncmsn	O
UN-a	UN	Npmsg	B-org
izjavio	izjaviti	Vmp-sm	O
da	da	Cs	O
preuranjeno	preuranjen	Agpnsny	O
pokretanje	pokretanje	Ncnsn	O
novog	nov	Agpmsgy	O
procesa	proces	Ncmsg	O
za	za	Sa	O
Kipar	Kipar	Npmsan	B-loc
nije	biti	Var3s	O
preporučljivo	preporučljiv	Agpnsny	O

Sada	sada	Rgp	O
nije	biti	Var3s	O
trenutak	trenutak	Ncmsn	O
za	za	Sa	O
pokretanje	pokretanje	Ncnsa	O
nove	nov	Agpfsgy	O
runde	runda	Ncfsg	O
razgovora	razgovor	Ncmsg	O
o	o	Sl	O
ponovnom	ponovan	Agpnsly	O
ujedinjenju	ujedinjenje	Ncnsl	O
Kipra	Kipar	Npmsg	B-loc
,	,	Z	O
izjavio	izjaviti	Vmp-sm	O
je	biti	Var3s	O
u	u	Sa	O
sredu	sreda	Ncfsa	O
visoki	visok	Agpmsny	O
zvaničnik	zvaničnik	Ncmsn	O
UN-a	UN	Npmsg	B-org
,	,	Z	O
ukazujući	ukazivati	Rr	O
na	na	Sa	O
nepovoljne	nepovoljan	Agpmpay	O
uslove	uslov	Ncmpa	O
za	za	Sa	O
pregovore	pregovor	Ncmpa	O
.	.	Z	O

Podsekretar	podsekretar	Ncmsn	O
UN-a	UN	Npmsg	B-org
za	za	Sa	O
politička	politički	Agpnpay	O
pitanja	pitanje	Ncnpa	O
Kieran	Kieran	Npmsn	B-per
Prendergast	Prendergast	Npmsn	I-per
(	(	Z	O
levo	levo	Rgp	O
)	)	Z	O
rukuje	rukovati	Vmr3s	O
se	sebe	Px--sa	O
sa	sa	Si	O
liderom	lider	Ncmsi	O
kiparskih	kiparski	Agpmpgy	O
Turaka	Turčin	Npmpg	B-per
Mehmetom	Mehmet	Npmsi	B-per
Alijem	Ali	Npmsi	I-per
Talatom	Talat	Npmsi	I-per
tokom	tokom	Sg	O
posete	poseta	Ncfsg	O
podeljenom	podeljen	Agpnsdy	O
ostrvu	ostrvo	Ncnsd	O
.	.	Z	O

Visoki	visok	Agpmsny	O
zvaničnik	zvaničnik	Ncmsn	O
UN-a	UN	Npmsg	B-org
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
u	u	Sa	O
sredu	sreda	Ncfsa	O
(	(	Z	O
22.	22.	Mdo	O
juna	jun	Ncmsg	O
)	)	Z	O
Savetu	savet	Ncmsd	B-org
bezbednosti	bezbednost	Ncfsg	I-org
da	da	Cs	O
,	,	Z	O
iako	iako	Cs	O
i	i	Cc	O
kiparski	kiparski	Agpmpny	O
Grci	Grk	Npmpn	B-per
i	i	Cc	O
kiparski	kiparski	Agpmpny	O
Turci	Turčin	Npmpn	B-per
žele	želeti	Vmr3p	O
rešenje	rešenje	Ncnsa	O
kojim	koji	Pi-nsi	O
će	hteti	Var3s	O
se	sebe	Px--sa	O
okončati	okončati	Vmn	O
podela	podela	Ncfsn	O
Kipra	Kipar	Npmsg	B-loc
,	,	Z	O
ne	ne	Qz	O
može	moći	Vmr3s	O
preporučiti	preporučiti	Vmn	O
novu	nov	Agpfsay	O
rundu	runda	Ncfsa	O
razgovora	razgovor	Ncmsg	O
.	.	Z	O

"	"	Z	O
Preuranjeno	preuranjen	Agpnsny	O
pokretanje	pokretanje	Ncnsn	O
intenzivnog	intenzivan	Agpmsgy	O
novog	nov	Agpmsgy	O
procesa	proces	Ncmsg	O
ne	ne	Qz	O
bi	biti	Vaa3s	O
bilo	biti	Vap-sn	O
preporučljivo	preporučljiv	Agpnsny	O
"	"	Z	O
,	,	Z	O
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
podsekretar	podsekretar	Ncmsn	O
UN-a	UN	Npmsg	B-org
za	za	Sa	O
politička	politički	Agpnpay	O
pitanja	pitanje	Ncnpa	O
Kieran	Kieran	Npmsn	B-per
Prendergast	Prendergast	Npmsn	I-per
informišući	informisati	Rr	O
Savet	savet	Ncmsan	B-org
bezbednosti	bezbednost	Ncfsg	I-org
o	o	Sl	O
svojim	svoj	Agpfply	O
posetama	poseta	Ncfpl	O
Kipru	Kipar	Npmsd	B-loc
,	,	Z	O
Grčkoj	Grčka	Npfsd	B-loc
i	i	Cc	O
Turskoj	Turska	Npfsd	B-loc
ranije	rano	Rgc	O
ovog	ovaj	Pd-msg	O
meseca	mesec	Ncmsg	O
.	.	Z	O

"	"	Z	O
Ništa	ništa	Pi3n-a	O
pozitivno	pozitivan	Agpnsay	O
ne	ne	Qz	O
bi	biti	Vaa3p	O
doneli	doneti	Vmp-pm	O
novi	nov	Agpmpny	O
pokušaji	pokušaj	Ncmpn	O
koji	koji	Pi-mpn	O
bi	biti	Vaa3p	O
se	sebe	Px--sa	O
završili	završiti	Vmp-pm	O
,	,	Z	O
kao	kao	Cs	O
što	što	Cs	O
su	biti	Var3p	O
se	sebe	Px--sa	O
završila	završiti	Vmp-pn	O
prethodna	prethodan	Agpmpay	O
dva	dva	Mlc	O
,	,	Z	O
velikim	velik	Agpmsiy	O
neuspehom	neuspeh	Ncmsi	O
,	,	Z	O
ili	ili	Cc	O
frustrirajućim	frustrirajući	Agpmsiy	O
zastojem	zastoj	Ncmsi	O
.	.	Z	O
"	"	Z	O

Poslednja	poslednji	Agpnpny	O
međunarodna	međunarodni	Agpnpny	O
nastojanja	nastojanje	Ncnpn	O
za	za	Sa	O
ujedinjenje	ujedinjenje	Ncnsa	O
Kipra	Kipar	Npmsg	B-loc
propala	propasti	Vmp-pn	O
su	biti	Var3p	O
u	u	Sl	O
aprilu	april	Ncmsl	O
prošle	prošli	Agpfsgy	O
godine	godina	Ncfsg	O
,	,	Z	O
kada	kada	Rgp	O
su	biti	Var3p	O
kiparski	kiparski	Agpmpny	O
Grci	Grk	Npmpn	B-per
u	u	Sl	O
velikom	velik	Agpmsly	O
broju	broj	Ncmsl	O
odbacili	odbaciti	Vmp-pm	O
UN-ov	UN-ov	Aspmsann	B-org
plan	plan	Ncmsan	O
rešenja	rešenje	Ncnsg	O
.	.	Z	O

Mada	mada	Cs	O
je	biti	Var3s	O
većina	većina	Ncfsn	O
kiparskih	kiparski	Agpmpgy	O
Turaka	Turčin	Npmpg	B-per
podržala	podržati	Vmp-sf	O
predloženi	predložen	Agpmsayn	O
sporazum	sporazum	Ncmsan	O
,	,	Z	O
samo	samo	Rgp	O
je	biti	Var3s	O
međunarodno	međunarodno	Rgp	O
priznati	priznati	Appmsny	O
deo	deo	Ncmsn	O
mediteranskog	mediteranski	Agpnsgy	O
ostrva	ostrvo	Ncnsg	O
pod	pod	Si	O
kontrolom	kontrola	Ncfsi	O
kiparskih	kiparski	Agpmpgy	O
Grka	Grk	Npmpg	B-per
na	na	Sl	O
kraju	kraj	Ncmsl	O
ušao	ući	Vmp-sm	O
u	u	Sa	O
EU	EU	Npmsan	B-org
1.	1.	Mdo	O
maja	maj	Ncmsg	O
2004.	2004.	Mdo	O
godine	godina	Ncfsg	O
.	.	Z	O

Prendergast	Prendergast	Npmsn	B-per
je	biti	Var3s	O
primetio	primetiti	Vmp-sm	O
da	da	Cs	O
je	biti	Var3s	O
nakon	nakon	Sg	O
toga	taj	Pd-nsg	O
bilo	biti	Vap-sn	O
pozitivnih	pozitivan	Agpnpgy	O
kretanja	kretanje	Ncnpg	O
,	,	Z	O
uključujući	uključivati	Rr	O
"	"	Z	O
srdačne	srdačan	Agpmpay	O
kontakte	kontakt	Ncmpa	O
"	"	Z	O
koje	koji	Pi-mpa	O
su	biti	Var3p	O
održavali	održavati	Vmp-pm	O
političari	političar	Ncmpn	O
kiparskih	kiparski	Agpmpgy	O
Grka	Grk	Npmpg	B-per
i	i	Cc	O
kiparskih	kiparski	Agpmpgy	O
Turaka	Turčin	Npmpg	B-per
u	u	Sl	O
pokušaju	pokušaj	Ncmsl	O
da	da	Cs	O
unaprede	unaprediti	Vmr3p	O
međusobno	međusoban	Agpnsay	O
razumevanje	razumevanje	Ncnsa	O
.	.	Z	O

"	"	Z	O
Postoje	postojati	Vmr3p	O
korisni	koristan	Agpmpny	O
kontakti	kontakt	Ncmpn	O
i	i	Cc	O
na	na	Sl	O
drugim	drugi	Agpmply	O
nivoima	nivo	Ncmpl	O
,	,	Z	O
da	da	Cs	O
li	li	Qq	O
među	među	Si	O
ekspertima	ekspert	Ncmpi	O
o	o	Sl	O
određenim	određen	Agpfply	O
temama	tema	Ncfpl	O
,	,	Z	O
ili	ili	Cc	O
među	među	Si	O
običnim	običan	Agpmpiy	O
ljudima	čovek	Ncmpi	O
sada	sada	Rgp	O
kada	kada	Rgp	O
mogu	moći	Vmr3p	O
da	da	Cs	O
prelaze	prelaziti	Vmr3p	O
na	na	Sa	O
drugu	drugi	Mlofsa	O
stranu	strana	Ncfsa	O
"	"	Z	O
,	,	Z	O
dodao	dodati	Vmp-sm	O
je	biti	Var3s	O
Prendergast	Prendergast	Npmsn	B-per
.	.	Z	O

Sa	sa	Sg	O
druge	drugi	Mlofsg	O
strane	strana	Ncfsg	O
,	,	Z	O
dodao	dodati	Vmp-sm	O
je	biti	Var3s	O
on	on	Pp3msn	O
,	,	Z	O
čini	činiti	Vmr3s	O
se	sebe	Px--sa	O
da	da	Cs	O
postoji	postojati	Vmr3s	O
velika	velik	Agpfsny	O
razlika	razlika	Ncfsn	O
između	između	Sg	O
izraženih	izražen	Agpmpgy	O
stavova	stav	Ncmpg	O
dve	dve	Mlcf-n	O
strane	strana	Ncfsg	O
,	,	Z	O
a	a	Cc	O
i	i	Cc	O
uzajamno	uzajaman	Agpnsny	O
poverenje	poverenje	Ncnsn	O
je	biti	Var3s	O
slabo	slab	Agpnsny	O
.	.	Z	O

Mada	mada	Cs	O
sve	sav	Pi-fpn	O
strane	strana	Ncfpn	O
govore	govoriti	Vmr3p	O
da	da	Cs	O
žele	želeti	Vmr3p	O
rešenje	rešenje	Ncnsa	O
,	,	Z	O
nedostaju	nedostajati	Vmr3p	O
preduslovi	preduslov	Ncmpn	O
za	za	Sa	O
postizanje	postizanje	Ncnsa	O
dogovora	dogovor	Ncmsg	O
,	,	Z	O
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
on	on	Pp3msn	O
.	.	Z	O

"	"	Z	O
Ljudi	čovek	Ncmpn	O
sa	sa	Sg	O
strane	strana	Ncfsg	O
mogu	moći	Vmr3p	O
da	da	Cs	O
pomognu	pomoći	Vmr3p	O
,	,	Z	O
ali	ali	Cc	O
zainteresovane	zainteresovan	Agpfpny	O
strane	strana	Ncfpn	O
moraju	morati	Vmr3p	O
da	da	Cs	O
prikupe	prikupiti	Vmr3p	O
viziju	vizija	Ncfsa	O
,	,	Z	O
hrabrost	hrabrost	Ncfsa	O
i	i	Cc	O
političku	politički	Agpfsay	O
volju	volja	Ncfsa	O
neophodnu	neophodan	Agpfsay	O
za	za	Sa	O
postizanje	postizanje	Ncnsa	O
sporazuma	sporazum	Ncmsg	O
,	,	Z	O
sa	sa	Si	O
svime	sav	Pi-nsi	O
što	što	Pi3n-n	O
to	taj	Pd-nsa	O
podrazumeva	podrazumevati	Vmr3s	O
,	,	Z	O
putem	putem	Sg	O
kompromisa	kompromis	Ncmpg	O
"	"	Z	O
,	,	Z	O
rekao	reći	Vmp-sm	O
je	biti	Var3s	O
Prendergast	Prendergast	Npmsn	B-per
.	.	Z	O

"	"	Z	O
Lideri	lider	Ncmpn	O
moraju	morati	Vmr3p	O
da	da	Cs	O
vode	voditi	Vmr3p	O
,	,	Z	O
a	a	Cc	O
ne	ne	Qz	O
samo	samo	Rgp	O
da	da	Cs	O
prate	pratiti	Vmr3p	O
svoje	svoj	Px-mpa	O
pristalice	pristalica	Ncmpa	O
.	.	Z	O
"	"	Z	O

Predsednik	predsednik	Ncmsn	O
