,	O
koji	O
su	O
prebačeni	O
u	O
banke	O
u	O
inostranstvu	O
,	O
a	O
kosovska	O
vlada	O
ne	O
koristi	O
ta	O
sredstva	O
.	O
Sejdiu	B-per
kaže	O
da	O
je	O
to	O
premalo	O
i	O
da	O
su	O
zemlje	O
u	O
regionu	O
prodale	O
samo	O
jednu	O
ili	O
nekoliko	O
kompanija	O
po	O
toj	O
ceni	O
.	O
Seb	B-per
Bitići	I-per
,	O
izvršni	O
direktor	O
Instituta	B-org
za	I-org
balkansku	I-org
politiku	I-org
,	O
slaže	O
se	O
sa	O
tim	O
.	O
""""	O
Glavni	O
nedostaci	O
su	O
prodaja	O
po	O
nižim	O
cenama	O
,	O
s	O
obzirom	O
da	O
se	O
vrednost	O
[	O
kompanija	O
]	O
smanjivala	O
zbog	O
lošeg	O
upravljanja	O
,	O
nefunkcionisanje	O
preduzeća	O
i	O
optužbe	O
za	O
korupciju	O
""""	O
,	O
rekao	O
je	O
on	O
za	O
SETimes	B-org
.	O
Tu	O
su	O
takođe	O
troškovi	O
izgubljenih	O
mogućnosti	O
:	O
""""	O
U	O
nekim	O
slučajevima	O
je	O
privatizacija	O
mogla	O
da	O
donese	O
bolje	O
usluge	O
i	O
efikasnost	O
.	O
""""	O
Sejdiu	B-per
kaže	O
da	O
je	O
,	O
iz	O
ove	O
perspektive	O
,	O
proces	O
""""	O
bio	O
prenagljen	O
…	O
bez	O
plana	O
za	O
ekonomski	O
razvoj	O
""""	O
i	O
da	O
je	O
privatizacija	O
dovela	O
do	O
velikih	O
problema	O
za	O
radnike	O
.	O
On	O
ukazuje	O
na	O
kompanije	O
u	O
istočnom	O
regionu	O
Ana	B-loc
Morava	I-loc
,	O
gde	O
je	O
ranije	O
bilo	O
""""	O
skoro	O
17.000	O
radnika	O
,	O
u	O
preduzećima	O
koja	O
su	O
sada	O
privatizovana	O
.	O
Danas	O
ta	O
preduzeća	O
zapošljavaju	O
[	O
manje	O
od	O
]	O
1.700	O
njih	O
--	O
ni	O
10	O
odsto	O
radne	O
snage	O
nije	O
zadržano	O
""""	O
,	O
tvrdi	O
Sejdiu	B-per
.	O
Bitići	B-per
kaže	O
da	O
bi	O
jači	O
sindikati	O
doneli	O
bolje	O
ishode	O
.	O
""""	O
Ovde	O
je	O
glavni	O
problem	O
nepostojanje	O
pravih	O
sindikata	O
.	O
Radnici	O
nisu	O
mogli	O
da	O
ispregovaraju	O
sporazum	O
koji	O
omogućava	O
lakšu	O
tranziciju	O
.	O
Toliko	O
je	O
radnika	O
otpušteno	O
.	O
Kada	O
su	O
u	O
pitanju	O
oni	O
koji	O
i	O
dalje	O
rade	O
,	O
[	O
ne	O
postoji	O
]	O
garancija	O
za	O
bezbednost	O
na	O
radu	O
.	O
Feronikeli	B-org
je	O
flagrantan	O
slučaj	O
u	O
kojem	O
nedostatak	O
političke	O
volje	O
da	O
se	O
reši	O
pitanje	O
bezbednosti	O
na	O
radu	O
ugrožava	O
živote	O
radnika	O
""""	O
,	O
rekao	O
je	O
on	O
za	O
SETimes	B-org
.	O
Poslednjih	O
meseci	O
povređeno	O
je	O
više	O
radnika	O
kompanije	O
Feronikel	B-org
na	O
centralnom	O
Kosovu	B-loc
,	O
što	O
je	O
primoralo	O
predsednika	O
parlamenta	O
Jakupa	B-per
Krasnićija	I-per
da	O
pozove	O
na	O
bolje	O
i	O
sigurnije	O
uslove	O
rada	O
.	O
Feronikel	B-org
je	O
privatizovan	O
2007.	B-date
godine	O
.	O
Kazna	O
medijskom	O
mogulu	O
obnovila	O
debatu	O
u	O
Makedoniji	B-loc
Neki	O
tvrde	O
da	O
je	O
presuda	O
Veliji	B-per
Ramkovskom	I-per
napad	O
na	O
slobodu	O
medija	O
,	O
ali	O
drugi	O
tvrde	O
da	O
dokazi	O
o	O
njegovim	O
krivičnim	O
delima	O
govore	O
suprotno	O
.	O
Medijski	O
mogul	O
Velija	B-per
Ramkovski	I-per
osuđen	O
je	O
na	O
13	O
godina	O
zatvora	O
zbog	O
utaje	O
poreza	O
i	O
pranja	O
novca	O
.	O
Krivična	O
presuda	O
i	O
zatvorska	O
kazna	O
medijskom	O
mogulu	O
Veliji	B-per
Ramkovskom	I-per
,	O
koji	O
je	O
često	O
kritikovao	O
makedonsku	O
vladu	O
,	O
mogla	O
bi	O
da	O
zaplaši	O
medije	O
,	O
kažu	O
novinari	O
u	O
toj	O
maloj	O
balkanskoj	O
državi	O
.	O
Ramkovski	B-per
,	O
bivši	O
vlasnik	O
televizijske	O
stanice	O
A1	B-org
,	O
četiri	O
novine	O
i	O
drugih	O
preduzeća	O
,	O
osuđen	O
je	O
u	O
krivičnom	B-org
sudu	I-org
u	I-org
Skoplju	I-org
14.	B-date
marta	I-date
na	O
13	O
godina	O
zatvora	O
,	O
zbog	O
pranja	O
novca	O
,	O
kriminalne	O
zavere	O
,	O
zloupotrebe	O
položaja	O
i	O
utaje	O
poreza	O
;	O
19	O
saučesnika	O
dobilo	O
je	O
zatvorske	O
kazne	O
u	O
trajanju	O
dve	O
do	O
sedam	O
godina	O
.	O
A1	B-org
TV	I-org
i	O
četiri	O
novine	O
zatvoreni	O
su	O
zato	O
što	O
nisu	O
plaćali	O
porez	O
,	O
niti	O
ispunjavali	O
obaveze	O
prema	O
kreditorima	O
.	O
""""	O
Utisak	O
je	O
da	O
su	O
koraci	O
preduzeti	O
prema	O
medijima	O
,	O
za	O
koje	O
su	O
izrečene	O
presude	O
,	O
selektivni	O
,	O
te	O
da	O
institucije	O
ne	O
koriste	O
iste	O
metode	O
u	O
sprovođenju	O
zakona	O
prema	O
svim	O
medijima	O
""""	O
,	O
rekla	O
direktorka	O
Medijskog	B-org
instituta	I-org
Makedonije	I-org
Biljana	B-per
Petkovska	I-per
za	O
SETimes	B-org
.	O
Neki	O
novinari	O
,	O
a	O
posebno	O
bivši	O
zaposleni	O
u	O
A1	B-org
TV	I-org
,	O
tvrde	O
da	O
taj	O
slučaj	O
,	O
pod	O
nazivom	O
""""	O
Paukova	B-misc
mreža	I-misc
""""	O
,	O
predstavlja	O
borbu	O
između	O
vlade	O
i	O
tada	O
najmoćnije	O
TV	O
stanice	O
u	O
Makedoniji	B-loc
,	O
koja	O
je	O
kritikovala	O
njenu	O
politiku	O
i	O
podržavala	O
opoziciju	O
.	O
""""	O
Trenutni	O
politički	O
establišment	O
staviće	O
pod	O
potpunu	O
kontrolu	O
svaku	O
slobodnu	O
misao	O
i	O
svako	O
mišljenje	O
koje	O
je	O
protiv	O
njega	O
.	O
Njegov	O
cilj	O
,	O
a	O
danas	O
se	O
to	O
i	O
pokazalo	O
,	O
bio	O
je	O
da	O
ućutka	O
A1	B-org
TV	I-org
i	O
Veliju	B-per
Ramkovskog	I-per
,	O
kao	O
nosioce	O
borbe	O
protiv	O
diktature	O
[	O
premijera	O
]	O
Nikole	B-per
Gruevskog	I-per
""""	O
,	O
kaže	O
bivši	O
urednik	O
A1	B-org
TV	I-org
i	O
poslanik	O
opozicione	O
Sandžačke	B-org
lige	I-org
Safet	B-per
Biševac	I-per
.	O
Zvaničnici	O
su	O
odgovorili	O
da	O
je	O
A1	B-org
TV	I-org
tretirana	O
isto	O
kao	O
bilo	O
koja	O
druga	O
organizacija	O
,	O
a	O
Ramkovski	B-per
je	O
kriv	O
za	O
višegodišnje	O
kriminalne	O
aktivnosti	O
.	O
""""	O
Ovo	O
je	O
beskompromisna	O
borba	O
protiv	O
kriminala	O
i	O
korupcije	O
,	O
koji	O
postoje	O
u	O
svim	O
zemljama	O
,	O
ali	O
čije	O
sankcionisanje	O
zavisi	O
uglavnom	O
od	O
političke	O
volje	O
relevantnih	O
faktora	O
i	O
sposobnosti	O
institucija	O
da	O
nezavisno	O
obavljaju	O
svoj	O
rad	O
""""	O
,	O
rekao	O
je	O
poslanik	O
vladajuće	O
VMRO	B-org
Antonio	B-per
Milososki	I-per
za	O
SETimes	B-org
.	O
Tužioci	O
su	O
izveli	O
25	O
svedoka	O
,	O
koji	O
su	O
rekli	O
da	O
je	O
Ramkovski	B-per
izbegao	O
da	O
plati	O
4,5	O
miliona	O
evra	O
poreza	O
i	O
da	O
je	O
stekao	O
17,5	O
miliona	O
evra	O
kroz	O
prevaru	O
--	O
kao	O
što	O
je	O
izdavanje	O
računa	O
sa	O
lažnim	O
sadržajem	O
.	O
Ramkovski	B-per
je	O
delovao	O
preko	O
svojih	O
15	O
firmi	O
--	O
koje	O
takođe	O
posluju	O
u	O
Turskoj	B-loc
i	O
SAD	B-loc
--	O
čije	O
je	O
sedište	O
naveo	O
na	O
adresi	O
A1	B-org
TV	I-org
.	O
Prema	O
rečima	O
predsednice	O
makedonskog	O
ogranka	O
Transparensi	B-org
Internešnala	I-org
Slađane	B-per
Taseve	I-per
,	O
više	O
brine	O
to	O
što	O
je	O
vlada	O
zamrzla	O
i	O
zaplenila	O
sredstva	O
A1	B-org
TV	I-org
.	O
Taseva	B-per
kaže	O
da	O
je	O
Transparensi	B-org
podneo	O
zahtev	O
Ustavnom	B-org
sudu	I-org
Makedonije	I-org
da	O
preispita	O
zakonitost	O
zaplene	O
.	O
""""	O
Uverena	O
sam	O
da	O
će	O
Paukova	B-misc
mreža	I-misc
imati	O
svoj	O
epilog	O
na	O
međunarodnim	O
sudovima	O
""""	O
,	O
rekla	O
je	O
Taseva	B-per
.	O
Drugi	O
,	O
kao	O
što	O
je	O
novinarska	O
veteranka	O
Mirka	B-per
Velinovska	I-per
,	O
tvrde	O
da	O
ne	O
postoje	O
argumenti	O
koji	O
potkrepljuju	O
pritužbe	O
vezane	O
za	O
slobodu	O
medija	O
.	O
""""	O
Da	O
li	O
želite	O
da	O
se	O
zakon	O
poštuje	O
ili	O
ne	O
?	O
Sloboda	O
govora	O
u	O
Makedoniji	B-loc
je	O
živa	O
i	O
zdrava	O
,	O
a	O
novinari	O
sa	O
A1	B-org
TV	I-org
koji	O
su	O
ostali	O
bez	O
posla	O
sada	O
ponovo	O
rade	O
u	O
svojoj	O
profesiji	O
.	O
Neki	O
...	O
su	O
dobili	O
novčanu	O
podršku	O
iz	O
inostranstva	O
i	O
otvorili	O
sopstvene	O
medije	O
;	O
drugi	O
su	O
zaposleni	O
u	O
domaćim	O
medijima	O
.	O
Kako	O
je	O
tu	O
onda	O
potisnuta	O
sloboda	O
medija	O
?	O
""""	O
rekla	O
je	O
Velinovska	B-per
za	O
SETimes	B-org
.	O
Član	O
Predsedništva	B-org
BiH	I-org
Komšić	B-per
podneo	O
ostavku	O
u	O
svojoj	O
stranci	O
Član	O
Predsedništva	B-org
BiH	I-org
Željko	B-per
Komšić	I-per
okrenuo	O
je	O
leđa	O
vladajućoj	O
Socijaldemokratskoj	B-org
partiji	I-org
,	O
uzdrmavši	O
političku	O
scenu	O
u	O
zemlji	O
.	O
Željko	B-per
Komšić	I-per
nastaviće	O
da	O
obavlja	O
funkciju	O
člana	O
tročlanog	O
Predsedništva	B-org
BiH	I-org
.	O
Član	O
Predsedništva	B-org
Bosne	I-org
i	I-org
Hercegovine	I-org
(	O
BiH	B-loc
)	O
Željko	B-per
Komšić	I-per
podneo	O
je	O
u	O
utorak	O
(	O
20.	B-date
marta	I-date
)	O
ostavku	O
na	O
mesto	O
potpredsednika	O
Socijaldemokratske	B-org
partije	I-org
(	O
SDP	B-org
)	O
i	O
dugogodišnjeg	O
člana	O
najvišeg	O
rukovodstva	O
stranke	O
.	O
Komšić	B-per
,	O
hrvatski	O
član	O
tročlanog	O
Predsedništva	B-org
,	O
jedan	O
je	O
od	O
najpopularnijih	O
političara	O
u	O
Federciji	B-loc
Bosne	I-loc
i	I-loc
Hercegovine	I-loc
.	O
""""	O
Ostajem	O
član	O
Predsedništva	B-org
[	I-org
BiH	I-org
]	I-org
i	O
nastavljam	O
na	O
tom	O
položaju	O
da	O
radim	O
u	O
punom	O
kapacitetu	O
sa	O
svim	O
obavezama	O
prema	O
državi	O
""""	O
,	O
izjavio	O
je	O
Komšić	B-per
medijima	O
nakon	O
što	O
je	O
saopštio	O
da	O
podnosi	O
ostavku	O
na	O
mesto	O
u	O
stranci	O
.	O
Mada	O
iz	O
SDP-a	B-org
nije	O
bilo	O
reakcija	O
,	O
mnogi	O
spekulišu	O
da	O
Komšićev	B-deriv-per
nagli	O
potez	O
proizlazi	O
iz	O
njegovog	O
neslaganja	O
sa	O
predsednikom	O
stranke	O
Zlatkom	B-per
Lagumdžijom	I-per
,	O
koji	O
je	O
podržao	O
kandidaturu	O
srpskog	O
ministra	O
inostranih	O
poslova	O
Vuka	B-per
Jeremića	I-per
za	O
predsedavajućeg	O
Generalne	B-org
skupštine	I-org
UN	I-org
.	O
Poseta	O
predsednika	O
SDP	B-org
Beogradu	B-loc
prošle	O
nedelje	O
bila	O
je	O
vrhunac	O
neslaganja	O
,	O
jer	O
je	O
Lagumdžija	B-per
ignorisao	O
protivljenje	O
Komšića	B-per
i	O
članova	O
i	O
pristalica	O
stranke	O
njegovoj	O
podršci	O
Jeremiću	B-per
.	O
""""	O
Dobro	O
je	O
da	O
se	O
postigne	O
konsenzus	O
i	O
da	O
imamo	O
jednog	O
kandidata	O
.	O
Mi	O
treba	O
da	O
...	O
damo	O
podršku	O
Jeremiću	B-per
.	O
U	O
suprotnom	O
ćemo	O
biti	O
neozbiljni	O
političari	O
bez	O
zajedničkog	O
stava	O
""""	O
,	O
rekao	O
je	O
Lagumdžija	B-per
novinarima	O
u	O
Beogradu	B-loc
posle	O
sastanka	O
sa	O
Jeremićem	B-per
14.	B-date
marta	I-date
.	O
SDP	B-org
je	O
postao	O
najjača	O
stranka	O
na	O
političkoj	O
sceni	O
u	O
BiH	B-loc
na	O
poslednjim	O
opštim	O
izborima	O
2010.	B-date
godine	O
.	O
Ironično	O
je	O
da	O
su	O
se	O
rezultati	O
tih	O
izbora	O
našli	O
u	O
centru	O
tenzija	O
u	O
stranci	O
.	O
Mnogi	O
članovi	O
stranke	O
misle	O
da	O
je	O
Lagumdžijina	B-deriv-per
odluka	O
da	O
uđe	O
u	O
koaliciju	O
sa	O
Strankom	B-org
demokratske	I-org
akcije	I-org
(	O
SDA	B-org
)	O
bila	O
autokratska	O
--	O
i	O
posmatrana	O
je	O
kao	O
potpuna	O
izdaja	O
od	O
strane	O
većine	O
stranačkih	O
krugova	O
i	O
građana	O
koji	O
su	O
podržali	O
SPD	B-org
na	O
izborima	O
.	O
""""	O
Lagumdžija	B-per
i	O
Komšić	B-per
su	O
upropastili	O
SDP	B-org
pretvorivši	O
je	O
u	O
taoca	O
ličnih	O
političkih	O
želja	O
.	O
Njihov	O
sukob	O
je	O
samo	O
pokazatelj	O
neodgovornosti	O
države	O
""""	O
,	O
rekao	O
je	O
za	O
SETimes	B-org
profesor	O
Filozofskog	B-org
fakulteta	I-org
u	I-org
Sarajevu	I-org
Enver	B-per
Kazaz	I-per
.	O
Sukobi	O
u	O
SDP	B-org
su	O
prisutni	O
odavno	O
.	O
Mnogi	O
istaknuti	O
članovi	O
su	O
otišli	O
iz	O
stranke	O
.	O
""""	O
Stranka	O
zaboravlja	O
principe	O
socijaldemokratije	O
.	O
To	O
je	O
njeno	O
temeljno	O
načelo	O
i	O
ova	O
dešavanja	O
u	O
stranci	O
su	O
cena	O
tog	O
čina	O
""""	O
,	O
kaže	O
za	O
SETimes	B-org
Senad	B-per
Pećanac	I-per
,	O
bivši	O
član	O
SDP	B-org
.	O
Sulejman	B-per
Tihić	I-per
,	O
lider	O
SDA	B-org
,	O
smatra	O
da	O
bi	O
Komšićeva	B-deriv-per
ostavka	O
mogla	O
da	O
utiče	O
na	O
spoljnu	O
politiku	O
zemlje	O
.	O
""""	O
Ovo	O
bi	O
moglo	O
da	O
iskomplikuje	O
funkcionisanje	O
Predsedništva	B-org
BiH	I-org
i	O
ministarstva	B-org
spoljnih	I-org
poslova	I-org
,	O
u	O
pogledu	O
činjenice	O
da	O
je	O
Komšić	B-per
,	O
zajedno	O
sa	O
drugim	O
članovima	O
Predsedništva	O
,	O
zadužen	O
za	O
spoljnu	O
politiku	O
""""	O
,	O
rekao	O
je	O
Tihić	B-per
za	O
SETimes	B-org
.	O
Samo	O
nekoliko	O
meseci	O
uoči	O
oktobarskih	O
lokalnih	O
izbora	O
ostavka	O
je	O
uzdrmala	O
birače	O
i	O
dovela	O
SDP	B-org
u	O
nepovoljan	O
položaj	O
,	O
s	O
obzirom	O
na	O
Komšićevu	B-deriv-per
popularnost	O
.	O
""""	O
On	O
nikada	O
nije	O
isticao	O
jedan	O
narod	O
,	O
nego	O
se	O
borio	O
za	O
zemlju	O
,	O
za	O
BiH	B-loc
.	O
To	O
je	O
bio	O
moj	O
motiv	O
da	O
glasam	O
za	O
njega	O
""""	O
,	O
rekla	O
je	O
Selma	B-per
Gunić	I-per
iz	O
Sarajeva	B-loc
za	O
SETimes	B-org
.	O
""""	O
Zemlji	O
su	O
potrebni	O
političari	O
kao	O
što	O
je	O
Komšić	B-per
.	O
Ako	O
je	O
stranka	O
izneverila	O
njegove	O
stavove	O
,	O
logičan	O
korak	O
je	O
napustiti	O
je	O
.	O
Zbog	O
tih	O
koraka	O
ga	O
još	O
snažnije	O
podržavam	O
""""	O
,	O
rekao	O
je	O
stanovnik	O
Tuzle	B-loc
Ivica	B-per
Tomić	I-per
za	O
SETimes	B-org
.	O
Novi	O
predsednik	O
Moldavije	B-loc
fokusiraće	O
se	O
na	O
reforme	O
i	O
integraciju	O
Posle	O
skoro	O
tri	O
godine	O
bez	O
lidera	O
,	O
Moldavija	B-loc
sada	O
ima	O
novog	O
predsednika	O
.	O
Novi	O
predsednik	O
Moldavije	B-loc
Nikolae	B-per
Timofti	I-per
prvi	O
je	O
lider	O
zemlje	O
posle	O
tri	O
godine	O
.	O
Novi	O
predsednik	O
Moldavije	B-loc
,	O
64-godišnji	O
bivši	O
sudija	O
Nikolae	B-per
Timofti	I-per
,	O
obećao	O
je	O
sa	O
će	O
voditi	O
zemlju	O
putem	O
pridruživanja	O
Evropi	B-loc
.	O
Međutim	O
,	O
on	O
mora	O
da	O
premosti	O
više	O
izazova	O
da	O
bi	O
uradio	O
to	O
.	O
Timofti	B-per
preuzima	O
funkciju	O
nakon	O
tesnog	O
glasanja	O
prošle	O
nedelje	O
.	O
Zemlja	O
je	O
bila	O
bez	O
lidera	O
skoro	O
tri	O
godine	O
.	O
""""	O
Jedna	O
od	O
najvažnijih	O
državnih	O
institucija	O
je	O
paralisana	O
.	O
Vitalan	O
proces	O
razvoja	O
zemlje	O
pogođen	O
je	O
nestabilnošću	O
i	O
neizvesnošću	O
""""	O
,	O
rekao	O
je	O
Timofti	B-per
parlamentu	O
u	O
ponedeljak	O
(	O
19.	B-date
marta	I-date
)	O
,	O
nakon	O
što	O
su	O
poslanici	O
potvrdili	O
izbor	O
od	O
16.	B-date
marta	I-date
.	O
Na	O
vrhu	O
njegovog	O
programa	O
biće	O
rešavanje	O
političkog	O
zastoja	O
.	O
U	O
mnogim	O
debatama	O
zaključeno	O
je	O
da	O
ustav	O
mora	O
da	O
bude	O
promenjen	O
,	O
čime	O
bi	O
se	O
omogućilo	O
da	O
sledećeg	O
predsednika	O
biraju	O
građani	O
,	O
a	O
ne	O
politički	O
podeljeni	O
parlament	O
.	O
""""	O
Moramo	O
priznati	O
sa	O
ustavna	O
reforma	O
koja	O
je	O
počela	O
2000.	B-date
godine	O
nije	O
završena	O
.	O
Danas	O
se	O
suočavamo	O
sa	O
novim	O
ozbiljnim	O
problemima	O
koji	O
utiču	O
ne	O
samo	O
na	O
državne	O
institucije	O
,	O
nego	O
i	O
na	O
osnovna	O
ljudska	O
prava	O
""""	O
,	O
rekao	O
je	O
Timofti	B-per
poslanicima	O
.	O
Stručnjak	O
za	O
ustav	O
i	O
poslanik	O
Viktor	B-per
Popa	I-per
izjavio	O
je	O
da	O
bi	O
prvi	O
Timoftijevi	B-deriv-per
ciljevi	O
trebalo	O
da	O
budu	O
ustavna	O
reforma	O
i	O
poboljšanja	O
.	O
""""	O
Mislim	O
da	O
je	O
njegova	O
obaveza	O
da	O
sarađuje	O
sa	O
parlamentom	O
na	O
ustavnim	O
reformama	O
.	O
Naravno	O
,	O
to	O
je	O
dug	O
i	O
komplikovan	O
proces	O
,	O
ali	O
novi	O
predsednik	O
treba	O
da	O
osigura	O
da	O
je	O
ustav	O
u	O
korist	O
svih	O
građana	O
""""	O
,	O
rekao	O
je	O
Popa	B-per
za	O
SETimes	B-org
.	O
Parlament	O
je	O
sedam	O
puta	O
pokušavao	O
da	O
izabere	O
predsednika	O
,	O
ali	O
nijednom	O
nije	O
uspeo	O
da	O
imenuje	O
kandidata	O
koji	O
bi	O
dobio	O
većinu	O
glasova	O
.	O
Zastoj	O
proističe	O
iz	O
činjenice	O
da	O
Alijansi	B-org
za	I-org
evropsku	I-org
integraciju	I-org
--	O
koja	O
ima	O
većinu	O
glasova	O
u	O
parlamentu	O
--	O
nedostaju	O
dva	O
glasa	O
,	O
dok	O
su	O
predstavnici	O
Komunističke	B-org
partije	I-org
odbili	O
da	O
glasaju	O
za	O
kandidata	O
Alijanse	B-org
.	O
U	O
novembru	B-date
2011.	I-date
godine	O
nekoliko	O
članova	O
Komunističke	B-org
partije	I-org
napustilo	O
je	O
stranku	O
i	O
formirali	O
su	O
socijalističku	O
frakciju	O
u	O
parlamentu	O
.	O
Na	O
izborima	O
16.	B-date
marta	I-date
oni	O
su	O
se	O
pridružili	O
proevropskoj	O
većini	O
.	O
Novi	O
predsednik	O
je	O
rekao	O
da	O
će	O
pridruživanje	O
EU	B-org
biti	O
prioritet	O
.	O
""""	O
Potrebna	O
nam	O
je	O
ideja	O
da	O
ponovo	O
ujedinimo	O
društvo	O
,	O
da	O
ono	O
krene	O
napred	O
kao	O
celina	O
.	O
I	O
verujem	O
da	O
je	O
to	O
ideja	O
evropske	O
integracije	O
.	O
Ljudi	O
bi	O
trebalo	O
da	O
shvate	O
da	O
je	O
EU	B-org
prostor	O
vrednosti	O
i	O
blagostanja	O
i	O
oni	O
zaslužuju	O
da	O
budu	O
deo	O
njega	O
--	O
ali	O
i	O
mi	O
moramo	O
da	O
uložimo	O
određene	O
napore	O
""""	O
,	O
rekao	O
je	O
Timofti	B-per
tokom	O
izbora	O
.	O
Jedan	O
od	O
tih	O
napora	O
je	O
,	O
rekao	O
je	O
ministar	O
pravde	O
Oleg	B-per
Efrim	I-per
,	O
reforma	O
pravosuđa	O
.	O
""""	O
Na	O
početku	O
smo	O
pravosudne	O
reforme	O
u	O
Moldaviji	B-loc
i	O
doprinos	O
novog	O
predsednika	O
jednostavno	O
je	O
obavezan	O
.	O
On	O
je	O
predodređen	O
da	O
nam	O
ponudi	O
svo	O
svoje	O
znanje	O
i	O
stručnost	O
u	O
pogledu	O
pravde	O
za	O
ljudska	O
prava	O
""""	O
,	O
rekao	O
je	O
Efrim	B-per
za	O
SETimes	B-org
.	O
Timofti	B-per
se	O
slaže	O
.	O
""""	O
Nezavisan	O
pravosudni	O
sistem	O
je	O
ključan	O
za	O
razvoj	O
zemlje	O
.	O
Iz	O
toga	O
nastaju	O
investicije	O
,	O
radna	O
mesta	O
,	O
razvoj	O
preduzetništva	O
,	O
nastojanja	O
u	O
borbi	O
protiv	O
siromaštva	O
i	O
vera	O
